==1519539== NVPROF is profiling process 1519539, command: ./RN 1
==1519539== Error: File already exists: /playpen/leochanj/fgpure/Modified-NVIDIA-Linux-x86_64-460.67/ResNet/test.profout
==1519539== Use "-f" to overwrite existing file
==1519539== Profiling application: ./RN 1
==1519539== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
1.8e+10s  4.7050us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [505]
1.8e+10s  3.5840us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [506]
1.8e+10s  406.41us                    -               -         -         -         -  2.2500MB  5.4066GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.2034ms            (256 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [508]
1.8e+10s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  8.9600us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [511]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  4.7680us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [514]
1.8e+10s  3.5840us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [515]
1.8e+10s  379.65us                    -               -         -         -         -  2.0000MB  5.1445GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  860.01us           (1024 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [517]
1.8e+10s  1.8240us                    -               -         -         -         -  4.0000KB  2.0914GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  30.305us           (1024 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [520]
1.8e+10s  1.8240us                    -               -         -         -         -  4.0000KB  2.0914GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.9200us                    -               -         -         -         -  4.0000KB  1.9868GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  15.937us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [523]
1.8e+10s  16.992us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [524]
1.8e+10s  10.432us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [525]
1.8e+10s  170.60us                    -               -         -         -         -  1.0000MB  5.7244GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  968.82us            (256 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [527]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  8.5440us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [530]
1.8e+10s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  4.8320us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [533]
1.8e+10s  3.9360us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [534]
1.8e+10s  408.10us                    -               -         -         -         -  2.2500MB  5.3841GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.3273ms            (256 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [536]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  8.9290us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [539]
1.8e+10s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  4.8320us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [542]
1.8e+10s  3.1360us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [543]
1.8e+10s  389.29us                    -               -         -         -         -  2.0000MB  5.0172GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  857.26us           (1024 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [545]
1.8e+10s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  30.432us           (1024 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [548]
1.8e+10s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  15.616us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [551]
1.8e+10s  16.961us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [552]
1.8e+10s  10.336us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [553]
1.8e+10s  170.21us                    -               -         -         -         -  1.0000MB  5.7374GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  922.45us            (256 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [555]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  9.0250us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [558]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.9520us                    -               -         -         -         -  1.0000KB  500.29MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  4.8960us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [561]
1.8e+10s  3.7760us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [562]
1.8e+10s  407.75us                    -               -         -         -         -  2.2500MB  5.3887GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.1121ms            (256 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [564]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  9.0240us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [567]
1.8e+10s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.9200us                    -               -         -         -         -  1.0000KB  508.63MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  4.9280us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [570]
1.8e+10s  3.1040us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [571]
1.8e+10s  387.88us                    -               -         -         -         -  2.0000MB  5.0354GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  851.73us           (1024 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [573]
1.8e+10s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  30.337us           (1024 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [576]
1.8e+10s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  16.032us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [579]
1.8e+10s  16.896us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [580]
1.8e+10s  8.5440us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [581]
1.8e+10s  1.7565ms                    -               -         -         -         -  8.0000MB  4.4478GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.0606ms           (2048 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [608]
1.8e+10s  1.8880us                    -               -         -         -         -  8.0000KB  4.0410GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.8880us                    -               -         -         -         -  8.0000KB  4.0410GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  17.761us           (2048 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [611]
1.8e+10s  1.9200us                    -               -         -         -         -  8.0000KB  3.9736GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.9200us                    -               -         -         -         -  8.0000KB  3.9736GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  3.5520us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [614]
1.8e+10s  364.13us                    -               -         -         -         -  2.0000MB  5.3638GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  504.23us            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [616]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  5.1520us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [619]
1.8e+10s  1.8240us                    -               -         -         -         -  2.0000KB  1.0457GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  3.5840us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [622]
1.8e+10s  2.9440us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [623]
1.8e+10s  1.9174ms                    -               -         -         -         -  9.0000MB  4.5839GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.5971ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [625]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7280us                    -               -         -         -         -  2.0000KB  1.1038GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  6.0160us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [628]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.9520us                    -               -         -         -         -  2.0000KB  0.9771GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  3.5200us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [631]
1.8e+10s  2.9760us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [632]
1.8e+10s  794.38us                    -               -         -         -         -  4.0000MB  4.9174GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.2148ms           (2048 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [634]
1.8e+10s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.0160us                    -               -         -         -         -  8.0000KB  3.7844GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  20.928us           (2048 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [637]
1.8e+10s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  4.1600us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [640]
1.8e+10s  4.3840us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [641]
1.8e+10s  3.8410us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [642]
1.8e+10s  790.00us                    -               -         -         -         -  4.0000MB  4.9446GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.1147ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [644]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  6.0160us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [647]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.9450us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [650]
1.8e+10s  2.9440us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [651]
1.8e+10s  1.9372ms                    -               -         -         -         -  9.0000MB  4.5370GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.6700ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [653]
1.8e+10s  1.7280us                    -               -         -         -         -  2.0000KB  1.1038GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7920us                    -               -         -         -         -  2.0000KB  1.0644GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  6.0170us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [656]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  3.5200us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [659]
1.8e+10s  2.9760us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [660]
1.8e+10s  795.09us                    -               -         -         -         -  4.0000MB  4.9130GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.1862ms           (2048 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [662]
1.8e+10s  2.0490us                    -               -         -         -         -  8.0000KB  3.7235GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.0160us                    -               -         -         -         -  8.0000KB  3.7844GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  20.801us           (2048 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [665]
1.8e+10s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.0160us                    -               -         -         -         -  8.0000KB  3.7844GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  4.1280us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [668]
1.8e+10s  4.1600us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [669]
1.8e+10s  3.8400us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [670]
1.8e+10s  788.62us                    -               -         -         -         -  4.0000MB  4.9533GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.1136ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [672]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7920us                    -               -         -         -         -  2.0000KB  1.0644GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  6.0170us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [675]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  3.5520us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [678]
1.8e+10s  2.9760us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [679]
1.8e+10s  2.9676ms                    -               -         -         -         -  9.0000MB  2.9616GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.5505ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [681]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  6.0160us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [684]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  3.5200us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [687]
1.8e+10s  2.9760us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [688]
1.8e+10s  863.28us                    -               -         -         -         -  4.0000MB  4.5249GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  1.2060ms           (2048 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [690]
1.8e+10s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.0160us                    -               -         -         -         -  8.0000KB  3.7844GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
